game,release_date,copies_sold,price,revenue,avg_playtime,review_score,publisher_class,publisher,developers,steam_id,total_revenue,revenue_percentage,days_in_market,average_price_per_hour
Flintlock: The Siege of Dawn,2024-07-17,13360,39.99,428492.0,8.5,78,Indie,Kepler Interactive,A44 Games,1832040,11324934.0,3.78,54,4.7
Touhou Hero of Ice Fairy,2024-04-03,113539,6.99,426279.0,7.5,98,Indie,GAMEPULSE 游戏脉冲,GAMEPULSE 游戏脉冲,1955830,426279.0,100.0,159,0.93
River Town Factory,2024-02-06,49851,14.99,422423.0,23.0,91,Indie,"iFAction Studio,BD Games",iFAction Studio,2281410,422423.0,100.0,216,0.65
Enishia and the Binding Brand,2024-05-10,36535,14.99,420150.0,8.3,89,Indie,Kagura Games,Shimobashira Workshop,2582650,8701350.0,4.83,122,1.81
The Witch of Fern Island,2024-02-27,24841,24.99,419597.0,42.2,80,Indie,indie.io,Enjoy Studio S.A.,1550010,1950658.0,21.51,195,0.59
Aquarist,2024-03-29,49828,15.99,418284.0,5.8,85,AA,"PlayWay S.A.,FreeMind S.A.",FreeMind S.A.,1430760,2149142.0,19.46,164,2.76
TRIBES 3: Rivals,2024-03-12,25090,19.99,409596.0,23.3,73,Indie,Prophecy Games,Prophecy Games,2687970,409596.0,100.0,181,0.86
Children of the Sun,2024-04-09,29898,14.99,405492.0,2.7,94,AA,Devolver Digital,René Rother,1309950,3012238.0,13.46,153,5.55
Mahjong Soul,2024-07-23,50514,0.0,404777.0,13.1,92,Indie,YOSTAR HONG KONG LIMITED,Catfood Studio,2739990,404777.0,100.0,48,0.0
Bulwark Evolution: Falconeer Chronicles,2024-03-26,25933,19.99,404450.0,11.6,81,Indie,Wired Productions,Tomas Sala,290100,404450.0,100.0,167,1.72
Contra: Operation Galuga,2024-03-12,12497,39.99,398126.0,8.4,87,AA,KONAMI,WayForward,2235020,1278393.0,31.14,181,4.76
IN HEAT: Lustful Nights,2024-06-21,32781,14.99,397065.0,6.5,92,Indie,Critical Bliss,MonsterBox,1962890,754815.0,52.6,80,2.31
Harold Halibut,2024-04-16,14341,34.99,394548.0,6.8,82,Indie,Slow Bros.,Slow Bros.,924750,394548.0,100.0,146,5.15
All Quiet in the Trenches,2024-01-17,16987,24.99,389794.0,5.1,91,Indie,Totally Not Aliens,Totally Not Aliens,863500,389794.0,100.0,236,4.9
Sex of Thrones 👑,2024-05-25,41711,14.99,388950.0,2.5,77,Indie,Taboo Tales 💘,Taboo Tales 💘,2480200,683298.0,56.92,107,6.0
Ancient Warfare 3,2024-01-26,51499,12.99,387300.0,30.3,95,Indie,Jannik Nickel,Jannik Nickel,758990,387300.0,100.0,227,0.43
Mech Engineer,2024-05-21,33261,14.99,386128.0,14.7,76,Indie,MicroProse Software,KiberKreker,1428520,1122389.0,34.4,111,1.02
Knightly Passions,2024-04-26,38551,11.99,384939.0,8.0,92,Indie,FEYADA,FEYADA,1554260,384939.0,100.0,136,1.5
LoveCraft,2024-04-09,17668,0.0,382551.0,61.8,79,Indie,WEALTHBIRD,WEALTHBIRD,2692440,382551.0,100.0,153,0.0
SunnySide,2024-06-14,16881,29.99,381290.0,27.8,71,Indie,"Merge Games,Maximum Entertainment",RainyGames,1746930,10849395.0,3.51,87,1.08
Beltmatic,2024-03-29,62742,6.99,381263.0,11.2,93,Indie,Notional Games,Notional Games,2674590,381263.0,100.0,164,0.62
Dicefolk,2024-02-27,31466,14.99,380842.0,13.2,90,AA,Good Shepherd Entertainment,"LEAP Game Studios,Tiny Ghoul",1996430,380842.0,100.0,195,1.14
Snezhinka:Sentinel Girls2,2024-08-26,57593,7.99,378779.0,4.9,97,Indie,hinyari9,hinyari9,2608350,378779.0,100.0,14,1.63
Garten of Banban 7,2024-05-10,42078,9.99,378109.0,4.0,83,Indie,Euphoric Brothers,Euphoric Brothers,2693060,378109.0,100.0,122,2.5
Anomaly Agent,2024-01-24,57981,11.99,375083.0,10.0,97,Indie,"Phew Phew Games,GameDev.ist",Phew Phew Games,2378620,375083.0,100.0,229,1.2
Withering Rooms,2024-04-05,17777,24.99,373115.0,18.0,98,Indie,Perp Games,Moonless Formless,2006140,373115.0,100.0,157,1.39
Clothing Store Simulator,2024-06-17,36906,12.99,372353.0,17.5,94,Indie,Kiki Games,Kiki Games,2923390,372353.0,100.0,84,0.74
Sketchy's Contract,2024-04-09,51018,8.99,367697.0,10.3,83,Indie,Dimensionless Games,Dimensionless Games,2823080,394923.0,93.11,153,0.87
Dealer Simulator,2024-01-29,29327,13.99,366870.0,10.8,68,Indie,Quadfix Games,Quadfix Games,2625620,366870.0,100.0,224,1.3
First Cut: Samurai Duel,2024-01-17,46699,8.99,366211.0,4.9,88,Indie,Night Eyes Interactive,Night Eyes Interactive,2193490,366211.0,100.0,236,1.83
Godsworn,2024-03-28,14834,29.99,365999.0,7.3,93,Indie,Thunderoak Interactive,Thunderoak Interactive,1328990,365999.0,100.0,165,4.11
Dungeons of Hinterberg,2024-07-18,15320,29.99,365533.0,10.2,94,AA,Curve Games,Microbird Games,1983260,365533.0,100.0,53,2.94
Seablip,2024-05-17,28789,14.99,361489.0,6.6,0,Indie,Vibedy,Jardar Solli,1471270,361489.0,100.0,115,2.27
Tomorrow's Love Puzzle,2024-01-25,40360,9.99,357315.0,4.0,72,Indie,"柚元(上海)文化传媒有限公司,优酷视频",柚元(上海)文化传媒有限公司,2726890,357315.0,100.0,228,2.5
Grim Clicker,2024-01-30,274957,0.0,355113.9777668873,122.8,80,Indie,"EvilCharm Games,Aleksandr Golovkin",EvilCharm Games,1160750,355113.9777668873,100.0,223,0.0
Republic of Pirates,2024-06-19,16799,24.99,353044.0,10.6,78,Indie,PQube,Crazy Goat Games,2103470,486626.0,72.55,82,2.36
NUKITASHI 2,2024-02-15,22206,24.99,348104.0,16.6,0,Indie,Shiravune,Qruppo,2614070,811767.0,42.88,207,1.51
Internet Cafe & Supermarket Simulator 2024,2024-05-16,27902,14.99,347352.0,15.4,87,Indie,SmartPlayGames,SmartPlayGames,2738380,347352.0,100.0,116,0.97
Intravenous 2,2024-08-15,21187,19.99,346213.0,8.8,96,Indie,HypeTrain Digital,Explosive Squat Games,2608270,1037323.0,33.38,25,2.27
Realms Of Bondage,2024-04-11,26401,14.99,346056.0,5.6,97,Indie,Pink Tea,Pink Tea,2353700,346056.0,100.0,151,2.68
Endzone 2,2024-08-26,16983,24.99,343752.0,5.9,77,Indie,Assemble Entertainment,Gentlymad Studios,2144640,394565.0,87.12,14,4.24
The Magical Mixture Mill,2024-03-27,25696,19.99,343656.0,14.5,85,Indie,HOOK,Glowlight,1883800,343656.0,100.0,166,1.38
Beyond Good & Evil - 20th Anniversary Edition,2024-06-24,23369,19.99,343615.0,6.2,79,AAA,Ubisoft,Ubisoft,2556990,6454138.0,5.32,77,3.22
Concord™,2024-08-23,9512,39.99,342346.0,5.5,71,AAA,PlayStation Publishing LLC,Firewalk Studios,2443720,508885199.0,0.07,17,7.27
X-Angels,2024-06-21,36871,10.99,341716.0,3.8,93,Indie,"Mango Party,Barance Studio,Mango Party News",Barance Studio,2090810,341716.0,100.0,80,2.89
Lovey-Dovey Lockdown,2024-03-13,40648,9.99,341695.0,1.7,0,Indie,"Mango Party,LewdLoco,Mango Party News","樹懶叫工作室,Sloth Gamer,Maker製造機",2329630,341695.0,100.0,180,5.88
Swarm Grinder,2024-04-22,61398,7.99,341153.0,5.6,82,Indie,"Last Bite Games,Gamersky Games",Last Bite Games,1375900,341153.0,100.0,140,1.43
No Plan B,2024-04-03,28877,14.99,340655.0,13.0,91,Indie,GFX47,GFX47,1269020,340655.0,100.0,159,1.15
Felvidek,2024-03-29,34405,10.99,340299.0,3.4,99,Indie,Tutto Passa,"Jozef Pavelka,Vlado Ganaj",2299900,340299.0,100.0,164,3.23
Necrosmith 2,2024-03-27,56045,7.99,339556.0,10.1,0,Indie,Alawar,Alawar,2277320,462403.0,73.43,166,0.79
Master Bladesmith,2024-06-30,14297,29.99,339360.0,10.7,75,Indie,Elixir Games,Elixir Games,1194830,339360.0,100.0,71,2.8
Furnish Master,2024-02-19,26791,14.99,335843.0,3.6,78,Indie,Alex Blintsov,Alex Blintsov,2004080,335843.0,100.0,203,4.16
Crown Wars: The Black Prince,2024-05-23,9548,39.99,334624.0,18.4,58,AA,Nacon,Artefacts Studio,1658920,5496124.0,6.09,109,2.17
1000xRESIST,2024-05-09,19741,19.99,334157.0,6.7,97,Indie,Fellow Traveller,sunset visitor 斜陽過客,1675830,334157.0,100.0,123,2.98
GRAVEN,2024-01-23,17974,24.99,333332.0,6.5,62,Indie,"3D Realms,Fulqrum Publishing",Slipgate Ironworks™,1371690,1318408.0,25.28,230,3.84
Odd Realm,2024-08-16,36336,19.99,332069.0,19.8,90,Indie,Unknown Origin Games Inc,Unknown Origin Games Inc,688060,332069.0,100.0,24,1.01
9 Days,2024-03-08,24560,14.99,331338.0,10.9,62,Indie,MVR,MVR,2075720,331338.0,100.0,185,1.38
Little-Known Galaxy,2024-05-20,19170,19.99,331297.0,23.3,95,Indie,Carbon & Kay,Carbon & Kay,2521600,331297.0,100.0,112,0.86
Ultros,2024-02-13,18046,24.99,329960.0,9.5,84,Indie,Kepler Interactive,Hadoque,2386310,11324934.0,2.91,209,2.63
Goblin Stone,2024-03-12,16012,24.99,329360.0,23.6,55,Indie,Orc Chop Games,Orc Chop Games,1521970,329360.0,100.0,181,1.06
The Rogue Prince of Persia,2024-05-27,20166,19.99,328937.0,4.0,85,AAA,Ubisoft,Evil Empire,2717880,6454138.0,5.1,105,5.0
Headquarters: World War II,2024-04-11,10073,39.99,328150.0,17.0,78,AA,Slitherine Ltd.,Starni Games,1840800,2916495.0,11.25,151,2.35
Immortal Family,2024-07-11,37184,13.99,327846.0,20.3,56,Indie,方块游戏(CubeGame),一起来修仙工作室,2013240,1118362.0,29.31,60,0.69
Sinister Night 2,2024-04-03,37602,9.99,327297.0,60.0,82,Indie,Bug Inventors,Bug Inventors,2761670,327297.0,100.0,159,0.17
Alex Jones: NWO Wars,2024-01-03,20806,17.76,323316.0,1.4,94,Indie,NWO Wars Team,NWO Wars Team,2487350,323316.0,100.0,250,12.69
Pathless Woods,2024-04-02,24230,19.99,318984.0,31.7,77,Indie,AniYa Games Studio,AniYa Games Studio,1726130,318984.0,100.0,160,0.63
Bō: Path of the Teal Lotus,2024-07-17,17722,19.99,318836.0,8.1,81,AA,Humble Games,"Squid Shock Studios,Christopher Stair,Trevor Youngquist",1614440,481545.0,66.21,54,2.47
Sons of Valhalla,2024-04-05,19088,19.99,316497.0,4.6,65,AA,Hooded Horse,Pixel Chest,1409830,78487195.0,0.4,157,4.35
Banana,2024-04-23,30739148,0.0,312915.8051949718,26.1,85,Indie,Sky,"Sky,AestheticSpartan,O'Brian",2923300,312915.8051949718,100.0,139,0.0
Reign of Guilds,2024-04-04,9654,39.99,312155.0,49.4,70,Indie,Atlant Games ltd,Atlant Games ltd,716350,312155.0,100.0,158,0.81
Gestalt: Steam & Cinder,2024-07-16,18409,19.99,311648.0,5.9,82,Indie,Fireshine Games,Metamorphosis Games,1231990,20800017.0,1.5,55,3.39
Sacred X：Heavens Wonderland,2024-05-09,33358,0.0,311127.0,15.2,77,Indie,Sacred X：Heavens Wonderland,Sacred X：Heavens Wonderland,2857890,311127.0,100.0,123,0.0
Songs of Silence,2024-06-04,9658,39.99,310683.0,8.5,0,Indie,"Chimera Entertainment,H2 Interactive (Korea and Japan)",Chimera Entertainment,2195410,310683.0,100.0,97,4.7
CONSCRIPT,2024-07-23,17794,19.99,309785.0,8.9,95,AA,Team17,"Jordan Mochi,Catchweight Studio",1286990,2584283.0,11.99,48,2.25
Tavern Talk,2024-06-20,20589,17.99,309239.0,8.8,92,Indie,Gentle Troll Entertainment,Gentle Troll Entertainment,2076140,309239.0,100.0,81,2.04
Survisland / 实境求生,2024-04-14,46318,14.99,309178.0,8.7,65,Indie,Easy Joy Ltd.,Super Trampers Studio,839630,309178.0,100.0,148,1.72
Northend Tower Defense,2024-09-04,64646,7.99,308936.0,4.7,82,Indie,"Northend Games,Gamersky Games",Northend Games,1669170,308936.0,100.0,5,1.7
Galacticare,2024-05-23,12476,29.99,308759.0,13.7,91,Indie,CULT Games,Brightrock Games,494730,308759.0,100.0,109,2.19
Master Detective Archives: RAIN CODE Plus,2024-07-17,5701,59.99,307802.0,14.8,79,AA,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",2903950,644677.0,47.75,54,4.05
Shadow Corridor 2 雨ノ四葩,2024-03-29,20555,18.99,307662.0,33.5,87,Indie,Space Onigiri Game LLC,Space Onigiri Game LLC,2310700,307662.0,100.0,164,0.57
Minds Beneath Us,2024-07-31,18389,19.99,306334.0,9.0,0,Indie,BearBoneStudio,BearBoneStudio,1610440,306334.0,100.0,40,2.22
Seven Lovers In The House,2024-03-26,43904,9.99,305905.0,5.3,82,Indie,Concrete Interactive顽石发行,Tofu Studio,2774830,305905.0,100.0,167,1.88
"Braid, Anniversary Edition",2024-05-14,28250,19.99,302053.0,5.5,95,Indie,"Thekla, Inc.","Thekla, Inc.",499180,302053.0,100.0,118,3.63
Isles of Sea and Sky,2024-05-22,18161,19.99,301453.0,10.8,92,Indie,"Cicada Games,Gamera Games",Cicada Games,1233070,301453.0,100.0,110,1.85
Bingle Bingle,2024-03-18,30163,10.99,301311.0,3.4,87,Indie,Knitting Games,Knitting Games,2789810,301311.0,100.0,175,3.23
Wings of Seduction: Bust 'em out!,2024-07-19,29429,12.99,299544.0,8.8,96,Indie,"Hide Games,Ramen Cat Studio",Ramen Cat Studio,2455140,299544.0,100.0,52,1.48
Vigor,2024-05-16,16585,19.99,298380.0,17.1,54,AA,Bohemia Interactive,Bohemia Interactive,2818260,298380.0,100.0,116,1.17
反转21克,2024-02-01,46368,8.99,294934.0,11.7,76,Indie,想象颗粒,想象颗粒,2685620,294934.0,100.0,221,0.77
Tales of Kenzera™: ZAU,2024-04-23,17529,19.99,292022.0,5.8,82,AAA,Electronic Arts,Surgent Studios,2316580,21635263.0,1.35,139,3.45
hololive Treasure Mountain,2024-07-31,36003,8.99,291300.0,8.6,97,Indie,holo Indie,BeXide Inc.,2972990,291300.0,100.0,40,1.05
The Saboteur™,2024-03-07,53376,9.99,290153.0,12.8,92,AAA,Electronic Arts,Pandemic Studios,24880,21635263.0,1.34,186,0.78
New Star GP,2024-03-07,16009,29.99,286736.0,8.9,0,Indie,Five Aces Publishing Ltd.,New Star Games Ltd.,2217580,286736.0,100.0,186,3.37
Kill It With Fire 2,2024-04-16,22552,14.99,286580.0,6.0,95,AA,tinyBuild,Casey Donnellan Games LLC,2357000,1100273.0,26.05,146,2.5
Factory Town Idle,2024-01-08,74350,4.99,284695.0,39.9,91,Indie,Erik Asmussen,Erik Asmussen,2207490,284695.0,100.0,245,0.13
Our Adventurer Guild,2024-04-12,23699,14.99,284501.0,39.5,100,Indie,GreenGuy,GreenGuy,2026000,284501.0,100.0,150,0.38
Fantasy Map Simulator,2024-09-04,43880,7.99,283947.0,2.4,0,Indie,The Stranger,The Stranger,3035500,283947.0,100.0,5,3.33
Vaygren - Lustful Temptation,2024-05-15,41551,7.99,283824.0,1.3,94,Indie,Critical Bliss,Cyberframe Studios,1771700,754815.0,37.6,117,6.15
That Time I Got Reincarnated as a Slime ISEKAI Chronicles,2024-08-07,6298,49.99,283353.0,8.6,50,AA,Bandai Namco Entertainment Inc.,"ZOC Co.,Ltd.",2197680,12486291.0,2.27,33,5.81
LoveXLust,2024-09-06,10749,34.99,280098.0,1.9,72,Indie,CTM,CTM,2647060,280098.0,100.0,3,18.42
My Recycling Center,2024-02-01,20320,14.99,279126.0,16.8,0,Indie,Darius Bode,Darius Bode,2613060,279126.0,100.0,221,0.89
City Transport Simulator: Tram,2024-06-20,10531,29.99,278620.0,7.8,65,Indie,Dovetail Games,ViewApp,2604480,278620.0,100.0,81,3.84
Motel Manager Simulator,2024-08-26,18451,17.99,277766.0,12.0,90,Indie,Denzone Games,Denzone Games,2594540,277766.0,100.0,14,1.5
The Secret Atelier,2024-02-26,19943,16.99,276924.0,1.7,86,Indie,Denpasoft,KENZsoft,2799690,276924.0,100.0,196,9.99
Coffee Caravan,2024-05-20,29571,11.99,276349.0,4.9,92,Indie,Broccoli Games,Broccoli Games,2649080,276349.0,100.0,112,2.45
Touhou Genso Wanderer -FORESIGHT-,2024-05-14,9637,34.99,275769.0,15.7,0,Indie,Phoenixx Inc.,"AQUASTYLE,ankaa studio",1847150,373173.0,73.9,118,2.23
Revival: Recolonization,2024-04-11,11698,29.99,274280.0,7.0,84,Indie,HeroCraft PC,HeroCraft PC,1306770,334123.0,82.09,151,4.28
Shut Up and Dance: Special Edition,2024-05-30,17701,17.99,273599.0,4.9,90,Indie,Boring Games,Boring Games,2218930,273599.0,100.0,102,3.67
Rise of Gun,2024-03-25,32764,10.99,272968.0,4.9,85,Indie,PimpGameStudio,PimpGameStudio,2319640,272968.0,100.0,168,2.24
Anomaly Collapse,2024-04-11,16403,19.99,272494.0,14.3,84,Indie,RocketPunch Games,RocketPunch Games,2082410,272494.0,100.0,151,1.4
My Island,2024-05-01,42250,14.99,271974.0,6.5,68,Indie,SnowBaby Games,SnowBaby Games,1004270,271974.0,100.0,131,2.31
Love challenge,2024-01-15,25372,12.99,267903.0,1.8,81,Indie,"Playmeow,CS Game","雪山雞白郎,SnowGBL",2334130,267903.0,100.0,238,7.22
Synergy,2024-05-21,13623,24.99,267742.0,9.3,86,Indie,"Goblinz Publishing,H2 Interactive Co., Ltd.",Leikir Studio,1989070,372569.0,71.86,111,2.69
Sixty Four,2024-03-04,50062,5.99,267621.0,18.3,0,Indie,Playsaurus,Oleg Danilov,2659900,267621.0,100.0,189,0.33
METAL SLUG ATTACK RELOADED,2024-06-18,29455,9.99,264829.0,24.3,73,Indie,SNK CORPORATION,SNK CORPORATION,2322440,421602.0,62.81,83,0.41
Dice Kingdoms,2024-04-05,20598,14.99,264059.0,13.0,89,Indie,Fivemid Studio,Fivemid Studio,1501690,264059.0,100.0,157,1.15
Black Myth: Wukong,2024-08-19,15517278,59.99,837793356.0,20.1,96,AAA,Game Science,Game Science,2358720,837793356.0,100.0,21,2.98
HELLDIVERS™ 2,2024-02-08,11905198,39.99,435635596.0,39.2,71,AAA,PlayStation Publishing LLC,Arrowhead Game Studios,553850,508885199.0,85.61,214,1.02
Palworld,2024-01-18,16704850,29.99,392328553.0,41.8,94,AA,Pocketpair,Pocketpair,1623730,392328553.0,100.0,235,0.72
Sons Of The Forest,2024-02-22,8693478,29.99,217017892.0,17.3,86,AA,Newnight,Endnight Games Ltd,1326470,217017892.0,100.0,200,1.73
Dragon's Dogma 2,2024-03-21,1785028,69.99,111478291.0,31.7,0,AAA,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2054970,117881025.0,94.57,172,2.21
The First Descendant,2024-06-30,4043850,0.0,102244808.0,49.9,55,AA,NEXON,"NEXON Games Co., Ltd.",2074920,102244808.0,100.0,71,0.0
Last Epoch,2024-02-21,3300623,34.99,97723674.0,52.0,86,AA,Eleventh Hour Games,Eleventh Hour Games,899770,97723674.0,100.0,201,0.67
7 Days to Die,2024-07-25,9877443,44.99,89781931.0,85.9,89,AA,The Fun Pimps Entertainment LLC,The Fun Pimps,251570,89781931.0,100.0,46,0.52
V Rising,2024-05-08,4784609,34.99,83614738.0,32.7,0,AA,Stunlock Studios,Stunlock Studios,1604030,83614738.0,100.0,124,1.07
Manor Lords,2024-04-26,2294915,39.99,63098408.0,16.7,88,AA,Hooded Horse,Slavic Magic,1363080,78487195.0,80.39,136,2.39
Enshrouded,2024-01-24,2338262,29.99,57595515.0,37.8,87,AA,Keen Games GmbH,Keen Games GmbH,1203620,57595515.0,100.0,229,0.79
Ghost of Tsushima DIRECTOR'S CUT,2024-05-16,925123,59.99,49948315.0,26.2,92,AAA,PlayStation Publishing LLC,"Sucker Punch Productions,Nixxes Software",2215430,508885199.0,9.82,116,2.29
Granblue Fantasy: Relink,2024-01-31,1057697,59.99,49035237.0,53.9,90,AA,"Cygames, Inc.","Cygames, Inc.",881020,49710788.0,98.64,222,1.11
TEKKEN 8,2024-01-25,734722,69.99,45285110.0,60.8,71,AAA,Bandai Namco Entertainment,Bandai Namco Studios Inc.,1778820,45552937.0,99.41,228,1.15
Hades II,2024-05-06,1582696,29.99,42718547.0,22.8,0,AA,Supergiant Games,Supergiant Games,1145350,42718547.0,100.0,126,1.32
Persona 3 Reload,2024-02-01,612576,69.99,34601865.0,35.4,95,AA,SEGA,ATLUS,2161700,63528353.0,54.47,221,1.98
Once Human,2024-07-09,5709407,0.0,34530561.0,42.3,72,Indie,Starry Studio,Starry Studio,2139460,34530561.0,100.0,62,0.0
Gray Zone Warfare,2024-04-30,1032731,34.99,34030740.0,31.9,67,Indie,"MADFINGER Games, a.s.","MADFINGER Games, a.s.",2479810,34030740.0,100.0,132,1.1
Blade and Sorcery,2024-06-17,1606175,29.99,31266686.0,19.7,97,Indie,WarpFrog,WarpFrog,629730,31266686.0,100.0,84,1.52
The Outlast Trials,2024-03-05,1230011,39.99,30878209.0,24.4,94,AA,Red Barrels,Red Barrels,1304930,30878209.0,100.0,188,1.64
Supermarket Simulator,2024-02-20,2514219,12.99,26020639.0,18.6,94,Indie,Nokta Games,Nokta Games,2670630,26020639.0,100.0,202,0.7
Horizon Forbidden West™ Complete Edition,2024-03-21,422985,59.99,22958942.0,47.2,91,AAA,PlayStation Publishing LLC,"Guerrilla,Nixxes Software",2420110,508885199.0,4.51,172,1.27
The Planet Crafter,2024-04-10,1381487,23.99,21286732.0,28.2,97,Indie,Miju Games,Miju Games,1284190,21286732.0,100.0,152,0.85
Like a Dragon: Infinite Wealth,2024-01-25,369330,69.99,21265220.0,38.9,91,AA,SEGA,Ryu Ga Gotoku Studio,2072450,63528353.0,33.47,228,1.8
Balatro,2024-02-20,1602797,14.99,20479210.0,32.7,97,Indie,Playstack,LocalThunk,2379780,30980325.0,66.1,202,0.46
Core Keeper,2024-08-27,2023964,19.99,20361907.0,34.1,92,Indie,Fireshine Games,Pugstorm,1621690,20800017.0,97.89,13,0.59
Bodycam,2024-06-07,632326,33.32,17732078.0,8.0,74,Indie,Reissad Studio,Reissad Studio,2406770,17732078.0,100.0,94,4.17
Chained Together,2024-06-19,3946801,4.99,17039291.0,4.3,89,Indie,Anegar Games,Anegar Games,2567870,17039291.0,100.0,82,1.16
No Rest for the Wicked,2024-04-18,517447,39.99,15949990.0,18.8,0,AA,Private Division,Moon Studios GmbH,1371980,16474784.0,96.81,144,2.13
Firestone: Online Idle RPG,2024-04-01,335093,0.0,15689364.148647271,296.3,79,Indie,Holyday Studios,Holyday Studios,1013320,15689364.148647271,100.0,161,0.0
WARNO,2024-05-23,449407,39.99,14143225.0,28.3,82,Indie,Eugen Systems,Eugen Systems,1611600,14143225.0,100.0,109,1.41
F1® 24,2024-05-31,188513,69.99,10996510.0,25.2,63,AAA,Electronic Arts,Codemasters,2488620,21635263.0,50.83,101,2.78
NBA 2K25,2024-09-03,171817,69.99,10822924.0,9.6,47,AAA,2K,Visual Concepts,2878980,18878021.0,57.33,6,7.29
Summoners War,2024-01-07,540801,0.0,10787342.0,112.9,0,Indie,Com2uS,Com2uS,2426960,10787342.0,100.0,246,0.0
Nightingale,2024-02-20,415122,29.99,10758811.0,26.8,64,Indie,Inflexion Games,Inflexion Games,1928980,10758811.0,100.0,202,1.12
Dead Island 2,2024-04-22,349091,59.99,10669532.0,13.9,73,AA,Deep Silver,Dambuster Studios,934700,10669532.0,100.0,140,4.32
Deep Rock Galactic: Survivor,2024-02-14,1369698,9.99,10517722.0,21.3,86,Indie,Ghost Ship Publishing,Funday Games,2321470,11022294.0,95.42,208,0.47
Abiotic Factor,2024-05-02,520841,24.99,10501115.0,18.5,96,Indie,Playstack,Deep Field Games,427410,30980325.0,33.9,130,1.35
Smalland: Survive the Wilds,2024-02-15,469162,34.99,10468105.0,10.9,86,Indie,"Merge Games,Maximum Entertainment",Merge Games,768200,10849395.0,96.49,207,3.21
Lust Goddess,2024-02-21,456707,0.0,9695496.0,33.5,48,Indie,BRAWEA LTD,BRAWEA LTD,2808930,9695496.0,100.0,201,0.0
Suicide Squad: Kill the Justice League,2024-02-02,174510,69.99,9602451.0,15.9,72,AAA,Warner Bros. Games,Rocksteady Studios,315210,10905225.0,88.05,220,4.4
Pacific Drive,2024-02-21,401030,29.99,9517954.0,18.2,0,Indie,Kepler Interactive,Ironwood Studios,1458140,11324934.0,84.04,201,1.65
Content Warning,2024-04-01,1448054,7.99,9426045.0,8.9,95,AA,Landfall,"thePetHen,Skog,Zorro,Wilnyl,Philip",2881650,9426045.0,100.0,161,0.9
Workers & Resources: Soviet Republic,2024-06-20,456555,39.99,9363299.0,91.5,93,AA,Hooded Horse,3Division,784150,78487195.0,11.93,81,0.44
UBOAT,2024-08-02,600124,29.99,9013215.0,31.1,82,AA,PlayWay S.A.,Deep Water Studio,494840,10925072.0,82.5,38,0.96
Infection Free Zone,2024-04-11,452146,24.99,8739530.0,14.5,73,Indie,Games Operators,Jutsu Games,1465460,8739530.0,100.0,151,1.72
Dark and Darker,2024-06-07,2640903,0.0,8706135.0,32.0,74,Indie,IRONMACE,IRONMACE,2016590,8706135.0,100.0,94,0.0
Songs of Conquest,2024-05-20,501474,34.99,8641459.0,11.9,88,AA,Coffee Stain Publishing,Lavapotion,867210,13947324.0,61.96,112,2.94
GUNDAM BREAKER 4,2024-08-28,156339,59.99,8440898.0,14.7,81,AA,Bandai Namco Entertainment Inc.,"CRAFTS ＆ MEISTER Co., Ltd",1672500,12486291.0,67.6,12,4.08
Peglin,2024-08-27,544144,19.99,8125042.0,30.2,82,Indie,"Red Nexus Games Inc.,IndieArk",Red Nexus Games Inc.,1296610,8125042.0,100.0,13,0.66
